Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
Ft. Greene cozy & modern studio!,9061984273,VERIFIED,Ingrid,Brooklyn,Fort Greene,40.68799,-73.97314,United States,US,True,flexible,Entire home/apt,2011,98,20.0,2.0,19.0
Charming Top Floor Apartment w/ Roof Patio,41795066912,VERIFIED,Cole,Brooklyn,Williamsburg,40.71477,-73.94761,United States,US,False,flexible,Private room,2009,971,194.0,5.0,5.0
Heart of Williamsburg w/Backyard,20837005118,UNCONFIRMED,Sandy,Brooklyn,Williamsburg,40.71733,-73.95566,United States,US,False,moderate,Entire home/apt,2012,66,13.0,6.0,0.0
A True Brooklyn experience,21450482448,VERIFIED,Ricky,Brooklyn,Williamsburg,40.70884,-73.95742,United States,US,False,strict,Private room,2010,843,169.0,1.0,3.0
Master Bedroom w/ private bathroom,84006456416,VERIFIED,Melissa,Brooklyn,Williamsburg,40.71704,-73.94509,United States,US,True,strict,Private room,2005,128,26.0,1.0,0.0
"1 Bedroom, Bushwick, Brooklyn",25402125236,VERIFIED,Patrick,Brooklyn,Bushwick,40.70192,-73.92928,United States,US,True,moderate,Private room,2017,938,188.0,1.0,7.0
"Clean private room, 20min from City",38126525181,VERIFIED,Noel,Brooklyn,Crown Heights,40.67065,-73.93544,United States,US,True,flexible,Private room,2022,112,22.0,8.0,1.0
A charming Parisian style apartment,43896080400,VERIFIED,Chris,Manhattan,Chelsea,40.7394,-73.99838,United States,US,True,moderate,Entire home/apt,2004,819,164.0,1.0,10.0
Modern 1 Bedroom in Dumbo / Vinegar Hill,97893222510,VERIFIED,John,Brooklyn,Vinegar Hill,40.70146,-73.98188,United States,US,False,strict,Entire home/apt,2021,1028,206.0,30.0,23.0
Bedroom in Midtown Apartment,46416845446,VERIFIED,Chisom,Manhattan,Midtown,40.75737,-73.96916,United States,US,True,strict,Private room,2014,1144,229.0,1.0,1.0
Super Cute Brooklyn Loft,57756486705,VERIFIED,Jasmine,Brooklyn,Clinton Hill,40.69188,-73.9607,United States,US,False,moderate,Private room,2010,1131,226.0,5.0,0.0
"Cute, Eclectic, & Family Friendly",82786854298,VERIFIED,Sara,Manhattan,Washington Heights,40.8327,-73.94486,United States,US,True,flexible,Entire home/apt,2022,905,181.0,1.0,3.0
"13 Essex St, 202",25412691629,UNCONFIRMED,文立,Manhattan,Chinatown,40.71612,-73.99121,United States,US,False,flexible,Entire home/apt,2011,738,148.0,1.0,0.0
Comfy room (only) in my apt - UWS,13155252762,VERIFIED,Travis,Manhattan,Upper West Side,40.77778,-73.9781,United States,US,False,strict,Private room,2015,546,109.0,2.0,183.0
Large light-filled master bedroom.,81080364536,VERIFIED,Julia,Manhattan,Harlem,40.80313,-73.95742,United States,US,True,flexible,Private room,2022,699,140.0,2.0,1.0
Spacious Bedroom in Central Harlem,94411003041,VERIFIED,Elizabeth,Manhattan,Harlem,40.81189,-73.94148,United States,US,True,moderate,Private room,2006,220,44.0,2.0,20.0
"Small & Cozy Bedroom, L.E.S",96678799628,UNCONFIRMED,Sade,Manhattan,Lower East Side,40.71289,-73.98877,United States,US,True,flexible,Private room,2004,779,156.0,3.0,27.0
"Small One Bedroom, Brooklyn Apt",28760023403,VERIFIED,Mike,Brooklyn,Bedford-Stuyvesant,40.68887,-73.95393,United States,US,True,strict,Private room,2012,178,36.0,1.0,2.0
Studio in the Heart of Wall Street,53874024057,VERIFIED,Jen,Manhattan,Financial District,40.70552,-74.00841,United States,US,True,strict,Entire home/apt,2013,947,189.0,1.0,3.0
Garden apt with private entrance,59533361104,UNCONFIRMED,Brian,Brooklyn,Park Slope,40.66889,-73.97617,United States,US,True,moderate,Entire home/apt,2014,1087,217.0,2.0,60.0
2 BR in Times Sq: The heart of NYC,78644773470,UNCONFIRMED,Layka,Manhattan,Hell's Kitchen,40.7603,-73.99222,United States,US,True,flexible,Entire home/apt,2007,379,76.0,3.0,203.0
Upper East Side private bedroom near Central Park,34171073551,VERIFIED,Jen,Manhattan,East Harlem,40.79042,-73.94641,United States,US,False,moderate,Private room,2012,428,86.0,4.0,37.0
"Big, bright loft in Williamsburg",82123702582,UNCONFIRMED,Laura,Brooklyn,Williamsburg,40.7129,-73.95565,United States,US,False,strict,Entire home/apt,2016,604,121.0,14.0,2.0
"Private room, shared bathroom.",60624604960,VERIFIED,Craig,Manhattan,Harlem,40.82034,-73.94345,United States,US,False,moderate,Private room,2007,188,38.0,1.0,0.0
Cozy room in sunny BK apt,60026616283,UNCONFIRMED,Lindsay,Brooklyn,Gowanus,40.67758,-73.98519,United States,US,True,flexible,Private room,2014,860,172.0,2.0,96.0
Beautiful treeline BK apartment!,11798424379,VERIFIED,Bettina,Brooklyn,Greenpoint,40.72402,-73.9415,United States,US,True,flexible,Entire home/apt,2018,410,82.0,5.0,2.0
Cozy Brooklyn Apartment,70283435541,UNCONFIRMED,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65736,-73.96094,United States,US,False,moderate,Private room,2016,231,46.0,1.0,107.0
Room in Upper West Side Manhattan,3857260504,UNCONFIRMED,Eugene,Manhattan,Upper West Side,40.79452,-73.97065,United States,US,True,moderate,Private room,2021,265,53.0,1.0,12.0
Triplex with private garden,91886583348,VERIFIED,B,Manhattan,Harlem,40.80772,-73.951,United States,US,True,flexible,Entire home/apt,2019,1123,225.0,2.0,1.0
Cool 1 Bdrm Apt in Lower East Side,94034067121,UNCONFIRMED,Arthur,Manhattan,Lower East Side,40.71281,-73.98705,United States,US,True,moderate,Entire home/apt,2016,453,91.0,4.0,68.0
Perfect UWS Studio Sanctuary!,67799073026,VERIFIED,Jasmine,Manhattan,Upper West Side,40.79955,-73.96369,United States,US,False,flexible,Entire home/apt,2015,460,92.0,2.0,7.0
Private room in hip & historic area,53049466912,UNCONFIRMED,Ilean,Brooklyn,Bedford-Stuyvesant,40.68346,-73.95551,United States,US,False,moderate,Private room,2017,1200,240.0,2.0,30.0
Charming 1 Bedroom Apt - Midtown East,50533629997,UNCONFIRMED,Morgan,Manhattan,Upper East Side,40.7631,-73.96393,United States,US,False,strict,Entire home/apt,2020,793,159.0,3.0,19.0
Light Filled Studio Apartment,21550337381,VERIFIED,Jennifer,Manhattan,Inwood,40.86464,-73.92768,United States,US,False,strict,Entire home/apt,2007,562,112.0,14.0,7.0
Edgecombe Ave Room,5221255368,UNCONFIRMED,Adam,Manhattan,Harlem,40.82599,-73.94238,United States,US,True,flexible,Private room,2003,1191,238.0,1.0,0.0
Charming West Village Studio,54388667970,UNCONFIRMED,Marcello,Manhattan,West Village,40.73764,-73.99887,United States,US,True,flexible,Entire home/apt,2007,205,41.0,3.0,4.0
Modern In Classic Brownstone,15899071559,UNCONFIRMED,Francesco,Brooklyn,Crown Heights,40.67215,-73.94126,United States,US,False,flexible,Entire home/apt,2005,492,98.0,2.0,63.0
"Quaint, Quiet East Village 1 BR",37861104316,UNCONFIRMED,T.,Manhattan,East Village,40.72962,-73.98932,United States,US,True,strict,Private room,2022,329,66.0,16.0,9.0
Adorable Brooklyn Apartment,18027360671,UNCONFIRMED,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,United States,US,True,moderate,Private room,2015,592,118.0,1.0,140.0
Greenwich Village: BEST Block,74961531875,VERIFIED,Paul,Manhattan,Greenwich Village,40.73528,-73.99744,United States,US,False,moderate,Entire home/apt,2022,1084,217.0,2.0,193.0
"ENTIRE, SUNNY APT IN HEART OF LIC",90072720173,VERIFIED,Nicole,Queens,Long Island City,40.7432,-73.95565,United States,US,False,strict,Entire home/apt,2010,664,133.0,2.0,6.0
Lovely 2 Bedroom in Upper West Side,85392611035,VERIFIED,Sara,Manhattan,Upper West Side,40.79045,-73.97361,United States,US,True,flexible,Entire home/apt,2008,636,127.0,5.0,12.0
Clean White Room overlooking Bridge & River,8052163297,UNCONFIRMED,Graham,Manhattan,Harlem,40.82652,-73.95304,United States,US,False,moderate,Private room,2010,462,92.0,1.0,151.0
Fort Greene Sanctuary,53999690850,UNCONFIRMED,Benjamin,Brooklyn,Fort Greene,40.68896,-73.97737,United States,US,True,moderate,Entire home/apt,2003,684,137.0,30.0,7.0
Sunny Room in Harlem,71658461587,UNCONFIRMED,Unknown,Manhattan,Harlem,40.82929,-73.94182,United States,US,False,moderate,Private room,2007,549,110.0,1.0,1.0
Garden Facing Quiet Retreat,96870689887,VERIFIED,Benjamin,Brooklyn,Boerum Hill,40.68857,-73.98668,United States,US,False,moderate,Entire home/apt,2004,140,28.0,30.0,7.0
Top Floor Brownstone - Park Slope,53054291915,VERIFIED,Kyle,Brooklyn,South Slope,40.66671,-73.98172,United States,US,True,strict,Private room,2017,623,125.0,2.0,5.0
Bright & Charming 2bdrm Minutes to Manhattan,84528230900,UNCONFIRMED,Roula,Queens,Ditmars Steinway,40.77672,-73.91956,United States,US,True,flexible,Entire home/apt,2020,879,176.0,3.0,109.0
Christmas in New York,15694699311,UNCONFIRMED,Pauline,Manhattan,Midtown,40.76372,-73.98081,United States,US,True,moderate,Entire home/apt,2021,614,123.0,7.0,0.0
Upper West Side Studio Near All NYC,67649951436,VERIFIED,Moran,Manhattan,Upper West Side,40.794,-73.97632,United States,US,True,strict,Entire home/apt,2019,466,93.0,5.0,16.0
Beautiful 1BR in upper Manhattan- close to subway!,91327512379,UNCONFIRMED,Sarah And Mike,Manhattan,Washington Heights,40.83353,-73.94393,United States,US,True,flexible,Private room,2020,203,41.0,4.0,45.0
Perfect Brooklyn Loft Studio,81243919723,VERIFIED,Puja,Brooklyn,Williamsburg,40.70641,-73.96801,United States,US,True,strict,Entire home/apt,2007,401,80.0,1.0,0.0
"Williamsburg Studio, oudoor patio",14402348073,UNCONFIRMED,Maura,Brooklyn,Williamsburg,40.71272,-73.96632,United States,US,False,flexible,Entire home/apt,2009,242,48.0,1.0,0.0
"Beautiful, private 1BR in large shared apartment.",3884201263,UNCONFIRMED,Samantha,Queens,Astoria,40.76254,-73.91415,United States,US,True,moderate,Private room,2008,195,39.0,2.0,7.0
Private room in modern Bushwick Apt,72427131830,UNCONFIRMED,Peter,Brooklyn,Bushwick,40.69095,-73.92386,United States,US,False,moderate,Private room,2006,1080,216.0,4.0,8.0
CHARMING ROOM W/ ROOF DECK ACCESS 2 :),49724699928,UNCONFIRMED,Graham And Ben,Brooklyn,Clinton Hill,40.69342,-73.9611,United States,US,False,strict,Private room,2022,1124,225.0,30.0,20.0
SUNNY COZY ROOM FOR 1 :),34316825853,UNCONFIRMED,Graham And Ben,Brooklyn,Clinton Hill,40.69411,-73.96151,United States,US,True,moderate,Private room,2016,822,164.0,30.0,31.0
Cozy Large Studio - Yankee Stadium,18290724851,UNCONFIRMED,John,Bronx,Concourse,40.82381,-73.92725,United States,US,False,strict,Entire home/apt,2016,130,26.0,1.0,1.0
Large and sunny 1br in Harlem!,17628547905,VERIFIED,Sophia,Manhattan,Harlem,40.82112,-73.94962,United States,US,True,moderate,Entire home/apt,2008,315,63.0,1.0,7.0
No better place than Prospect Place,90826411492,UNCONFIRMED,Mareike,Brooklyn,Crown Heights,40.67552,-73.96041,United States,US,True,flexible,Entire home/apt,2007,591,118.0,5.0,4.0
Classic 1BR Brownstone w/ Backyard,58743139542,VERIFIED,Marlene,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,United States,US,False,flexible,Entire home/apt,2011,386,77.0,3.0,125.0
Renovated 2 Rooms with balcony and ensuite bath,30052010457,VERIFIED,Izabel,Brooklyn,Windsor Terrace,40.64813,-73.97237,United States,US,True,strict,Private room,2003,599,120.0,1.0,66.0
Great private room open for Aug!!,24371914163,VERIFIED,Jackie,Brooklyn,Williamsburg,40.70889,-73.94113,United States,US,True,flexible,Private room,2015,553,111.0,1.0,1.0
"Small Studio Private Suite by the Park近公園新小套房,鬧中取靜",29601455544,UNCONFIRMED,A,Queens,Flushing,40.74823,-73.8084,United States,US,True,strict,Private room,2022,927,185.0,1.0,158.0
Apartment in Chelsea btwn 6th-7th Aves,38555550614,UNCONFIRMED,Mackenzie,Manhattan,Chelsea,40.74466,-73.99504,United States,US,True,flexible,Entire home/apt,2008,918,184.0,2.0,4.0
Spacious Studio in Midtown East,18857796481,VERIFIED,Ron,Manhattan,Midtown,40.75176,-73.96921,United States,US,False,strict,Entire home/apt,2017,209,42.0,1.0,1.0
Cosy Master bedroom in Midtown West,86148996426,VERIFIED,Ali,Manhattan,Hell's Kitchen,40.76548,-73.99155,United States,US,False,flexible,Private room,2022,310,62.0,1.0,0.0
Charming one bedroom NYC treasure! #10268,97566931392,UNCONFIRMED,Avantika,Manhattan,Chinatown,40.71379,-73.99112,United States,US,True,flexible,Entire home/apt,2019,934,187.0,3.0,39.0
Comfortable cool -  Manhattan - up to 2 guests,70965729153,VERIFIED,Ana,Manhattan,Hell's Kitchen,40.75894,-73.9915,United States,US,False,strict,Private room,2006,771,154.0,1.0,142.0
Lovely 2 bedroom prime location,70194916013,VERIFIED,Andrew,Brooklyn,Prospect Heights,40.67505,-73.96711,United States,US,True,strict,Entire home/apt,2009,239,48.0,2.0,5.0
Large 2.5 BR Apt In Park Slope,93467566771,UNCONFIRMED,Jonathan,Brooklyn,South Slope,40.66293,-73.9838,United States,US,True,moderate,Entire home/apt,2009,269,54.0,1.0,3.0
"Cozy, clean in Greenpoint Brooklyn!",45434090124,UNCONFIRMED,Kaya,Brooklyn,Greenpoint,40.72961,-73.95656,United States,US,False,flexible,Entire home/apt,2009,1159,232.0,1.0,0.0
Great NYC Apartment,82263672206,UNCONFIRMED,Sam,Manhattan,Upper West Side,40.79397,-73.97376,United States,US,False,flexible,Entire home/apt,2022,215,43.0,3.0,1.0
"Private, renovated & furnished room",86296792668,VERIFIED,Melanie,Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.95866,United States,US,True,moderate,Private room,2012,515,103.0,15.0,2.0
Furnished Columbia Apartment,25779281671,UNCONFIRMED,Tom,Manhattan,Morningside Heights,40.80674,-73.96141,United States,US,False,strict,Private room,2017,120,24.0,1.0,0.0
"Family-friendly, cozy guest room",86471031279,VERIFIED,Quami,Brooklyn,Bedford-Stuyvesant,40.68366,-73.9247,United States,US,True,flexible,Private room,2006,549,110.0,2.0,186.0
Charming West Village Full Bed Apt,30806419466,VERIFIED,Lauren,Manhattan,Greenwich Village,40.73049,-74.00111,United States,US,False,moderate,Private room,2018,88,18.0,2.0,0.0
"Private Modern room, stained glass view",93222179404,VERIFIED,Amanda,Manhattan,Harlem,40.80256,-73.94524,United States,US,False,strict,Private room,2006,644,129.0,30.0,27.0
1 Large Bedroom plus 2nd bed,5190596175,VERIFIED,Carly,Brooklyn,Boerum Hill,40.68234,-73.98088,United States,US,False,moderate,Private room,2006,485,97.0,3.0,0.0
Sunny NYC studio in prime location,71172410751,UNCONFIRMED,Elle,Manhattan,Upper West Side,40.78323,-73.97721,United States,US,True,strict,Entire home/apt,2008,1153,231.0,3.0,1.0
Bright & Stylish Studio in the LES,60212506059,UNCONFIRMED,Hester,Manhattan,Lower East Side,40.71767,-73.99004,United States,US,True,strict,Entire home/apt,2006,547,109.0,1.0,26.0
Room in Spacious Williamsburg Loft,19788882248,UNCONFIRMED,Ronald,Brooklyn,Williamsburg,40.70461,-73.93845,United States,US,False,flexible,Private room,2010,934,187.0,21.0,16.0
Spacious 2 Bedroom Apt,56621433235,UNCONFIRMED,Tal,Manhattan,Harlem,40.81208,-73.95097,United States,US,True,flexible,Entire home/apt,2004,114,23.0,3.0,1.0
SOHO LUXURIOUS LOFTED STUDIO,84877909404,VERIFIED,Judd,Manhattan,SoHo,40.72487,-73.99858,United States,US,False,strict,Entire home/apt,2018,1002,200.0,1.0,0.0
1000 square feet of Luxury!,88615498268,UNCONFIRMED,Jeremy,Manhattan,Financial District,40.70406,-74.01227,United States,US,False,moderate,Entire home/apt,2017,651,130.0,1.0,0.0
Lovely Clinton Hill Bedroom,9397619287,VERIFIED,Kyle,Brooklyn,Clinton Hill,40.68973,-73.96073,United States,US,False,flexible,Private room,2010,1033,207.0,2.0,2.0
Gorgeous 1 bedroom apt West Village,38566960879,UNCONFIRMED,Marine,Manhattan,West Village,40.73453,-74.00656,United States,US,False,moderate,Entire home/apt,2004,650,130.0,1.0,0.0
Charming large room ...,33487598772,VERIFIED,Jing,Manhattan,Upper West Side,40.80089,-73.96752,United States,US,True,flexible,Shared room,2004,632,126.0,1.0,0.0
Cute & Cozy Short or Long Term Stay!,3462677123,VERIFIED,Chris,Queens,Jamaica,40.68692,-73.78022,United States,US,False,strict,Private room,2003,1092,218.0,1.0,63.0
Sunny & stylish 1 BR in Greenpoint,43158416481,VERIFIED,Matt & Alex,Brooklyn,Greenpoint,40.72717,-73.94697,United States,US,True,strict,Entire home/apt,2022,984,197.0,2.0,21.0
Brand new 2bed/2bath garden apt steps from train,62328354191,VERIFIED,Easton,Brooklyn,Bushwick,40.68902,-73.9156,United States,US,False,strict,Entire home/apt,2017,954,191.0,2.0,172.0
Big Cozy Apt w/ lrg outdoor space!,20199591073,UNCONFIRMED,Kenny,Queens,Ridgewood,40.69962,-73.90439,United States,US,True,strict,Entire home/apt,2003,820,164.0,2.0,108.0
UES - Private Studio with Kitchen,78358025399,UNCONFIRMED,Sabrina,Manhattan,Upper East Side,40.77459,-73.9476,United States,US,True,strict,Private room,2022,217,43.0,2.0,18.0
"Charming, large and peaceful",73063276780,VERIFIED,Nathalie,Brooklyn,South Slope,40.66627,-73.98954,United States,US,False,strict,Entire home/apt,2019,1096,219.0,60.0,1.0
"Funky, Quiet, Safe EV Walk-Up",6949781157,VERIFIED,Aaron,Manhattan,East Village,40.72475,-73.98009,United States,US,True,moderate,Entire home/apt,2022,475,95.0,3.0,0.0
Midtown Manhattan best Location,56112558922,UNCONFIRMED,Nathalia,Manhattan,Midtown,40.7601,-73.96746,United States,US,True,strict,Private room,2011,713,143.0,1.0,0.0
"One person, cozy room, real bed. 20 min to city!!!",36765779727,VERIFIED,Barbara & Andrzej,Queens,Long Island City,40.75037,-73.91265,United States,US,True,flexible,Private room,2015,713,143.0,4.0,28.0
Private BR in Modern Apt @ LES,32468538726,VERIFIED,Joshua,Manhattan,Lower East Side,40.72028,-73.98182,United States,US,False,strict,Private room,2014,842,168.0,3.0,1.0
Quiet room in Bushwick! Looking for 1 month sublet,53612661699,VERIFIED,Davey,Brooklyn,Bushwick,40.69574,-73.9286,United States,US,False,flexible,Private room,2013,294,59.0,14.0,10.0
"Sunny 1 Bed Apt. Greenpoint, BK",13744269309,UNCONFIRMED,Abby,Brooklyn,Greenpoint,40.72541,-73.95279,United States,US,True,moderate,Private room,2019,539,108.0,12.0,0.0
GREAT APARTMENT IN BED STUY,97913406964,VERIFIED,Drew,Brooklyn,Bedford-Stuyvesant,40.6862,-73.9542,United States,US,False,moderate,Entire home/apt,2017,487,97.0,4.0,7.0
Midcentury Inspired Plantlovers Apt,93203409360,UNCONFIRMED,Lee And Kara,Brooklyn,Williamsburg,40.71163,-73.95186,United States,US,False,strict,Entire home/apt,2012,306,61.0,7.0,33.0
Spacious 1BR in Williamsburg,1986597300,VERIFIED,Erin,Brooklyn,Williamsburg,40.71009,-73.95398,United States,US,False,flexible,Entire home/apt,2012,480,96.0,1.0,0.0
Chelsea Chic,2708059547,UNCONFIRMED,Marino,Manhattan,Chelsea,40.75013,-74.0033,United States,US,False,flexible,Entire home/apt,2010,1133,227.0,1.0,75.0
Stylish 1 BR in the heart of SoHo,95320961600,VERIFIED,Kameryn & Rob,Manhattan,SoHo,40.72634,-74.00101,United States,US,False,flexible,Entire home/apt,2012,1075,215.0,3.0,6.0
Charming Classic UWS 2BR & Balcony,18217789431,UNCONFIRMED,Clayton,Manhattan,Upper West Side,40.80193,-73.97038,United States,US,True,moderate,Entire home/apt,2013,121,24.0,2.0,18.0
Chelsea Apt Great Location,93922952358,VERIFIED,Michael,Manhattan,Flatiron District,40.74334,-73.99204,United States,US,False,strict,Entire home/apt,2013,309,62.0,1.0,0.0
Amazing Chelsea-Flatiron Condo-Loft,60801868013,VERIFIED,Zafrullah,Manhattan,Chelsea,40.7457,-73.9939,United States,US,False,flexible,Entire home/apt,2020,697,139.0,5.0,1.0
Adorable room in heart of Brooklyn,25381281903,UNCONFIRMED,Beck,Brooklyn,Flatbush,40.65353,-73.95611,United States,US,False,strict,Private room,2015,714,143.0,1.0,0.0
Private Room in Downtown Manhattan,2952736130,VERIFIED,James,Manhattan,Chelsea,40.7438,-73.99751,United States,US,False,strict,Private room,2004,989,198.0,2.0,259.0
Brand new in the heart of Tribeca,9908507785,VERIFIED,Benjamin,Manhattan,Tribeca,40.71978,-74.00968,United States,US,True,moderate,Private room,2010,596,119.0,1.0,0.0
Zen Private Bedroom in Brooklyn Gem,89169068362,VERIFIED,Jennifer,Brooklyn,Fort Hamilton,40.61926,-74.03272,United States,US,True,moderate,Private room,2018,50,10.0,1.0,15.0
